time;logger;level;message;exception
2012-01-18 00:00:38.4355;Raven.Database.Server.HttpServer;Debug;"	PUT urn:uuid:d0fcc348-2bb5-4712-a662-fc921d97e4f6
";
2012-01-18 00:00:38.4355;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-01-18 00:00:38.4355;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:urn:uuid:d0fcc348-2bb5-4712-a662-fc921d97e4f6> indexed,omitNorms<Tag:Posts> indexed,omitNorms<LastModified:20120118000038410>>;
2012-01-18 00:00:38.4677;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-01-18 00:00:38.4677;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Posts/ByBlogId;
2012-01-18 00:00:38.4677;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts/ByBlogId' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:urn:uuid:d0fcc348-2bb5-4712-a662-fc921d97e4f6> indexed,tokenized<BlogId:blogs-129>>;
2012-01-18 00:00:38.4677;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Posts/ByBlogId;
2012-01-18 00:00:38.4824;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 106, currentWorkCounter: 106, will wait for additional work;
2012-01-18 00:00:38.4824;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 107 - step 1/2;
2012-01-18 00:00:38.4824;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 108 - step 2/2;
2012-01-18 00:00:38.4824;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 108, currentWorkCounter: 108, will wait for additional work;
2012-01-18 00:00:38.4824;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 108, currentWorkCounter: 108, will wait for additional work;
2012-01-18 00:00:38.5000;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 108, currentWorkCounter: 108, will wait for additional work;
2012-01-18 00:00:38.5292;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 108, currentWorkCounter: 108, will wait for additional work;
2012-01-18 00:00:55.0664;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:00:55.0664;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Blogs for all documents;
2012-01-18 00:00:55.0664;Raven.Database.Server.HttpServer;Debug;Request # 307: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:00:55.0664;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:00:55.0664;Raven.Database.Server.HttpServer;Debug;Request # 308: GET     -     8 ms - <default>  - 200 - /indexes/dynamic/Blogs?query=&start=0&pageSize=128&aggregation=None;
2012-01-18 00:01:28.6464;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:01:28.6464;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:01:28.6464;Raven.Database.Server.HttpServer;Debug;Request # 309: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:01:28.6464;Raven.Database.Server.HttpServer;Debug;Request # 310: GET     -     4 ms - <default>  - 200 - /docs/blogs-129;
2012-01-18 00:01:31.7822;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:01:31.7822;Raven.Database.Server.HttpServer;Debug;Request # 311: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:01:31.7822;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-01-18 00:01:31.7822;Raven.Database.DocumentDatabase;Debug;Putting a document with key: urn:uuid:c518ba6c-04e9-4f01-98a8-364475e1cf2e and etag ;
2012-01-18 00:01:31.7822;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'urn:uuid:c518ba6c-04e9-4f01-98a8-364475e1cf2e', update: False, ;
2012-01-18 00:01:31.8222;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 109 - step 1/2;
2012-01-18 00:01:31.8222;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 110 - step 2/2;
2012-01-18 00:01:31.8222;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-01-18 00:01:31.8222;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 110, currentWorkCounter: 110, will wait for additional work;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 110, currentWorkCounter: 110, will wait for additional work;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 110, currentWorkCounter: 110, will wait for additional work;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Posts/ByBlogId;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts/ByBlogId' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:urn:uuid:c518ba6c-04e9-4f01-98a8-364475e1cf2e> indexed,tokenized<BlogId:blogs-129>>;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:urn:uuid:c518ba6c-04e9-4f01-98a8-364475e1cf2e> indexed,omitNorms<Tag:Posts> indexed,omitNorms<LastModified:20120118000131792>>;
2012-01-18 00:01:31.8271;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Posts/ByBlogId;
2012-01-18 00:01:31.8222;Raven.Database.Server.HttpServer;Debug;Request # 312: POST    -    42 ms - <default>  - 200 - /bulk_docs;
2012-01-18 00:01:31.8740;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-01-18 00:01:31.8740;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 111 - step 1/2;
2012-01-18 00:01:31.8740;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 112 - step 2/2;
2012-01-18 00:01:31.8740;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 112, currentWorkCounter: 112, will wait for additional work;
2012-01-18 00:01:31.8740;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 112, currentWorkCounter: 112, will wait for additional work;
2012-01-18 00:01:31.8652;Raven.Database.Server.HttpServer;Debug;"	PUT urn:uuid:c518ba6c-04e9-4f01-98a8-364475e1cf2e
";
2012-01-18 00:01:31.9306;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 112, currentWorkCounter: 112, will wait for additional work;
2012-01-18 00:01:31.9306;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 112, currentWorkCounter: 112, will wait for additional work;
2012-01-18 00:02:40.9443;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:02:40.9443;Raven.Database.Server.HttpServer;Debug;Request # 313: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:02:40.9443;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts/ByBlogId for: BlogId:blogs\-129;
2012-01-18 00:02:40.9443;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts-33' was found;
2012-01-18 00:02:40.9443;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'urn:uuid:d0fcc348-2bb5-4712-a662-fc921d97e4f6' was found;
2012-01-18 00:02:40.9511;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'urn:uuid:c518ba6c-04e9-4f01-98a8-364475e1cf2e' was found;
2012-01-18 00:02:40.9511;Raven.Database.Server.HttpServer;Debug;Request # 314: GET     -     5 ms - <default>  - 200 - /indexes/dynamic/Posts?query=BlogId%253Ablogs%255C-129&start=0&pageSize=128&aggregation=None;
2012-01-18 00:02:40.9707;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:02:40.9707;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:02:40.9707;Raven.Database.Server.HttpServer;Debug;Request # 315: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:02:40.9707;Raven.Database.Server.HttpServer;Debug;Request # 316: GET     -     3 ms - <default>  - 200 - /docs/blogs-129;
2012-01-18 00:02:40.9970;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:02:40.9980;Raven.Database.Server.HttpServer;Debug;Request # 317: GET     -     2 ms - <default>  - 304 - /docs/blogs-129;
2012-01-18 00:02:41.1318;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:02:41.1318;Raven.Database.Server.HttpServer;Debug;Request # 318: GET     -     1 ms - <default>  - 304 - /docs/blogs-129;
2012-01-18 00:02:45.9023;Raven.Database.Server.HttpServer;Debug;Request # 319: GET     -    51 ms - <default>  - 200 - /stats?noCache=786067611;
2012-01-18 00:03:34.0820;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:03:34.0820;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:03:34.0917;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:03:34.0917;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-01-18 00:03:34.0917;Raven.Database.DocumentDatabase;Debug;Putting a document with key: urn:uuid:f0a4627d-58b7-4945-a685-f0778d465336 and etag ;
2012-01-18 00:03:34.0917;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'urn:uuid:f0a4627d-58b7-4945-a685-f0778d465336', update: False, ;
2012-01-18 00:03:34.0917;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 113 - step 1/2;
2012-01-18 00:03:34.0917;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 114 - step 2/2;
2012-01-18 00:03:34.0917;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-01-18 00:03:34.0917;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 114, currentWorkCounter: 114, will wait for additional work;
2012-01-18 00:03:34.1074;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 114, currentWorkCounter: 114, will wait for additional work;
2012-01-18 00:03:34.0820;Raven.Database.Server.HttpServer;Debug;Request # 320: GET     -    28 ms - <default>  - 200 - /docs/blogs-129;
2012-01-18 00:03:34.1240;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 114, currentWorkCounter: 114, will wait for additional work;
2012-01-18 00:03:34.1240;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-01-18 00:03:34.1240;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:urn:uuid:f0a4627d-58b7-4945-a685-f0778d465336> indexed,omitNorms<Tag:Posts> indexed,omitNorms<LastModified:20120118000334103>>;
2012-01-18 00:03:34.1425;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Posts/ByBlogId;
2012-01-18 00:03:34.1425;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts/ByBlogId' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:urn:uuid:f0a4627d-58b7-4945-a685-f0778d465336> indexed,tokenized<BlogId:blogs-129>>;
2012-01-18 00:03:34.1425;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Posts/ByBlogId;
2012-01-18 00:03:34.2031;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-01-18 00:03:34.2031;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 115 - step 1/2;
2012-01-18 00:03:34.2031;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 116 - step 2/2;
2012-01-18 00:03:34.2167;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 116, currentWorkCounter: 116, will wait for additional work;
2012-01-18 00:03:34.2167;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 116, currentWorkCounter: 116, will wait for additional work;
2012-01-18 00:03:34.2167;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 116, currentWorkCounter: 116, will wait for additional work;
2012-01-18 00:03:34.0820;Raven.Database.Server.HttpServer;Debug;Request # 321: GET     -    31 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:03:34.0917;Raven.Database.Server.HttpServer;Debug;Request # 322: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:03:34.0917;Raven.Database.Server.HttpServer;Debug;Request # 323: POST    -     3 ms - <default>  - 200 - /bulk_docs;
2012-01-18 00:03:34.2910;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 116, currentWorkCounter: 116, will wait for additional work;
2012-01-18 00:03:34.2587;Raven.Database.Server.HttpServer;Debug;"	PUT urn:uuid:f0a4627d-58b7-4945-a685-f0778d465336
";
2012-01-18 00:04:37.0498;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'blogs-129' was found;
2012-01-18 00:04:37.0498;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:04:37.0498;Raven.Database.Server.HttpServer;Debug;Request # 324: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:04:37.0498;Raven.Database.Server.HttpServer;Debug;Request # 325: GET     -     4 ms - <default>  - 200 - /docs/blogs-129;
2012-01-18 00:04:37.3134;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-18 00:04:37.3134;Raven.Database.Server.HttpServer;Debug;Request # 326: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-18 00:04:37.3583;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Hilo/posts' was found;
2012-01-18 00:04:37.3837;Raven.Database.Server.HttpServer;Debug;Request # 327: GET     -    15 ms - <default>  - 200 - /docs/Raven/Hilo/posts;
2012-01-18 00:04:37.3964;Raven.Database.DocumentDatabase;Debug;Putting a document with key: Raven/Hilo/posts and etag 00000000-0000-0200-0000-00000000000e;
2012-01-18 00:04:37.3964;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'Raven/Hilo/posts', update: True, ;
2012-01-18 00:04:37.3964;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 117 - step 1/2;
2012-01-18 00:04:37.3964;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 118 - step 2/2;
2012-01-18 00:04:37.3964;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 118, currentWorkCounter: 118, will wait for additional work;
2012-01-18 00:04:37.3964;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 118, currentWorkCounter: 118, will wait for additional work;
2012-01-18 00:04:37.3964;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 118, currentWorkCounter: 118, will wait for additional work;
2012-01-18 00:04:37.3964;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-01-18 00:04:37.4160;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 0 documents for Raven/DocumentsByEntityName;
2012-01-18 00:04:37.4238;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 119 - step 1/2;
2012-01-18 00:04:37.4238;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 120 - step 2/2;
2012-01-18 00:04:37.4238;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 120, currentWorkCounter: 120, will wait for additional work;
2012-01-18 00:04:37.4238;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 120, currentWorkCounter: 120, will wait for additional work;
2012-01-18 00:04:37.4238;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 120, currentWorkCounter: 120, will wait for additional work;
2012-01-18 00:04:37.4238;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 120, currentWorkCounter: 120, will wait for additional work;
2012-01-18 00:04:37.3964;Raven.Database.Server.HttpServer;Debug;Request # 328: PUT     -     2 ms - <default>  - 201 - /docs/Raven/Hilo/posts;
2012-01-18 00:04:37.5820;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-01-18 00:04:37.5820;Raven.Database.DocumentDatabase;Debug;Putting a document with key: posts-65 and etag ;
2012-01-18 00:04:37.5820;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'posts-65', update: False, ;
2012-01-18 00:04:37.5820;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 121 - step 1/2;
2012-01-18 00:04:37.5820;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 122 - step 2/2;
2012-01-18 00:04:37.5820;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-01-18 00:04:37.5820;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 122, currentWorkCounter: 122, will wait for additional work;
2012-01-18 00:04:37.5820;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 122, currentWorkCounter: 122, will wait for additional work;
2012-01-18 00:04:37.5947;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 122, currentWorkCounter: 122, will wait for additional work;
2012-01-18 00:04:37.5947;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-01-18 00:04:37.5947;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts-65> indexed,omitNorms<Tag:Posts> indexed,omitNorms<LastModified:20120118000437583>>;
2012-01-18 00:04:37.6376;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-01-18 00:04:37.6386;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Posts/ByBlogId;
2012-01-18 00:04:37.6386;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts/ByBlogId' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts-65> indexed,tokenized<BlogId:blogs-129>>;
2012-01-18 00:04:37.6386;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Posts/ByBlogId;
